id,label
353c77e2-cd33-43c5-a396-095b96c2f4cc,mixed
3f119821-a26d-43c9-ac19-1746f286862f,neutral
38571da9-3843-4004-b0e5-dee9c953bde1,overhand
255960ca-ec28-484f-8f2f-11089be4fb19,underhand
