id,label
0a62bb38-28fa-4f0e-b34f-d3f6abeb62c5,arms
7828c330-5c72-46e3-b6b8-c897e4568ac1,back
db555682-5959-4b63-9c75-078a5870390e,chest
6fe4e259-43ba-4cba-a42a-7bcb30fce7f4,core
e5b05486-ec9d-494d-816f-76109ccde834,legs
